,file_month,file_year,Start Date,End Date,Measure Name
59,10,2020,2015-07-01,2018-06-30,READM-30-AMI (Expected Readmission Rate)
60,07,2020,2015-07-01,2018-06-30,READM-30-AMI (Expected Readmission Rate)
61,04,2020,2015-07-01,2018-06-30,READM-30-AMI (Expected Readmission Rate)
62,01,2020,2015-07-01,2018-06-30,READM-30-AMI (Expected Readmission Rate)
63,10,2019,2014-07-01,2017-06-30,READM-30-AMI (Expected Readmission Rate)
64,07,2019,2014-07-01,2017-06-30,READM-30-AMI (Expected Readmission Rate)
65,04,2019,2014-07-01,2017-06-30,READM-30-AMI (Expected Readmission Rate)
66,03,2019,2014-07-01,2017-06-30,READM-30-AMI (Expected Readmission Rate)
67,10,2018,2013-07-01,2016-06-30,READM-30-AMI (Expected Readmission Rate)
68,07,2018,2013-07-01,2016-06-30,READM-30-AMI (Expected Readmission Rate)
69,05,2018,2013-07-01,2016-06-30,READM-30-AMI (Expected Readmission Rate)
70,01,2018,2013-07-01,2016-06-30,READM-30-AMI (Expected Readmission Rate)
71,10,2017,2012-07-01,2015-06-30,READM-30-AMI (Expected Readmission Rate)
72,07,2017,2012-07-01,2015-06-30,READM-30-AMI (Expected Readmission Rate)
73,04,2017,2012-07-01,2015-06-30,READM-30-AMI (Expected Readmission Rate)
74,12,2016,2012-07-01,2015-06-30,READM-30-AMI (Expected Readmission Rate)
75,11,2016,2011-07-01,2014-06-30,READM-30-AMI (Expected Readmission Rate)
76,08,2016,2011-07-01,2014-06-30,READM-30-AMI (Expected Readmission Rate)
77,05,2016,2011-07-01,2014-06-30,READM-30-AMI (Expected Readmission Rate)
78,12,2015,2011-07-01,2014-06-30,READM-30-AMI (Expected Readmission Rate)
79,10,2015,2011-07-01,2014-06-30,READM-30-AMI (Expected Readmission Rate)
80,07,2015,2010-07-01,2013-06-30,READM-30-AMI (Expected Readmission Rate)
81,05,2015,2010-07-01,2013-06-30,READM-30-AMI (Expected Readmission Rate)
82,04,2015,2010-07-01,2013-06-30,READM-30-AMI (Expected Readmission Rate)
83,01,2015,2010-07-01,2013-06-30,READM-30-AMI (Expected Readmission Rate)
84,12,2014,2010-07-01,2013-06-30,READM-30-AMI (Expected Readmission Rate)
85,10,2014,2009-07-01,2012-06-30,READM-30-AMI (Expected Readmission Rate)
86,07,2014,2009-07-01,2012-06-30,READM-30-AMI (Expected Readmission Rate)
87,04,2014,2009-07-01,2012-06-30,READM-30-AMI (Expected Readmission Rate)
88,01,2014,2009-07-01,2012-06-30,READM-30-AMI (Expected Readmission Rate)
89,10,2013,2009-07-01,2012-06-30,READM-30-AMI (Expected Readmission Rate)
90,07,2013,2008-07-01,2011-06-30,READM-30-AMI (Expected Readmission Rate)
91,04,2013,2008-07-01,2011-06-30,READM-30-AMI (Expected Readmission Rate)
92,01,2023,2018-07-01,2021-06-30,READM-30-AMI (Number of Discharges)
93,04,2023,2018-07-01,2021-06-30,READM-30-AMI (Number of Discharges)
94,07,2023,2018-07-01,2021-06-30,READM-30-AMI (Number of Discharges)
95,10,2023,2018-07-01,2021-06-30,READM-30-AMI (Number of Discharges)
96,01,2022,2017-07-01,2019-12-01,READM-30-AMI (Number of Discharges)
97,04,2022,2017-07-01,2019-12-01,READM-30-AMI (Number of Discharges)
98,07,2022,2017-07-01,2019-12-01,READM-30-AMI (Number of Discharges)
99,10,2022,2017-07-01,2019-12-01,READM-30-AMI (Number of Discharges)
100,01,2021,2016-07-01,2019-06-30,READM-30-AMI (Number of Discharges)
101,03,2021,2016-07-01,2019-06-30,READM-30-AMI (Number of Discharges)
102,04,2021,2016-07-01,2019-06-30,READM-30-AMI (Number of Discharges)
103,07,2021,2016-07-01,2019-06-30,READM-30-AMI (Number of Discharges)
104,10,2021,2016-07-01,2019-06-30,READM-30-AMI (Number of Discharges)
105,10,2020,2015-07-01,2018-06-30,READM-30-AMI (Number of Discharges)
106,07,2020,2015-07-01,2018-06-30,READM-30-AMI (Number of Discharges)
107,04,2020,2015-07-01,2018-06-30,READM-30-AMI (Number of Discharges)
108,01,2020,2015-07-01,2018-06-30,READM-30-AMI (Number of Discharges)
109,10,2019,2014-07-01,2017-06-30,READM-30-AMI (Number of Discharges)
110,07,2019,2014-07-01,2017-06-30,READM-30-AMI (Number of Discharges)
111,04,2019,2014-07-01,2017-06-30,READM-30-AMI (Number of Discharges)
112,03,2019,2014-07-01,2017-06-30,READM-30-AMI (Number of Discharges)
113,10,2018,2013-07-01,2016-06-30,READM-30-AMI (Number of Discharges)
114,07,2018,2013-07-01,2016-06-30,READM-30-AMI (Number of Discharges)
115,05,2018,2013-07-01,2016-06-30,READM-30-AMI (Number of Discharges)
116,01,2018,2013-07-01,2016-06-30,READM-30-AMI (Number of Discharges)
117,10,2017,2012-07-01,2015-06-30,READM-30-AMI (Number of Discharges)
118,07,2017,2012-07-01,2015-06-30,READM-30-AMI (Number of Discharges)
119,04,2017,2012-07-01,2015-06-30,READM-30-AMI (Number of Discharges)
120,12,2016,2012-07-01,2015-06-30,READM-30-AMI (Number of Discharges)
121,11,2016,2011-07-01,2014-06-30,READM-30-AMI (Number of Discharges)
122,08,2016,2011-07-01,2014-06-30,READM-30-AMI (Number of Discharges)
123,05,2016,2011-07-01,2014-06-30,READM-30-AMI (Number of Discharges)
124,12,2015,2011-07-01,2014-06-30,READM-30-AMI (Number of Discharges)
125,10,2015,2011-07-01,2014-06-30,READM-30-AMI (Number of Discharges)
126,07,2015,2010-07-01,2013-06-30,READM-30-AMI (Number of Discharges)
127,05,2015,2010-07-01,2013-06-30,READM-30-AMI (Number of Discharges)
128,04,2015,2010-07-01,2013-06-30,READM-30-AMI (Number of Discharges)
129,01,2015,2010-07-01,2013-06-30,READM-30-AMI (Number of Discharges)
130,12,2014,2010-07-01,2013-06-30,READM-30-AMI (Number of Discharges)
131,10,2014,2009-07-01,2012-06-30,READM-30-AMI (Number of Discharges)
132,07,2014,2009-07-01,2012-06-30,READM-30-AMI (Number of Discharges)
133,04,2014,2009-07-01,2012-06-30,READM-30-AMI (Number of Discharges)
134,01,2014,2009-07-01,2012-06-30,READM-30-AMI (Number of Discharges)
135,10,2013,2009-07-01,2012-06-30,READM-30-AMI (Number of Discharges)
136,07,2013,2008-07-01,2011-06-30,READM-30-AMI (Number of Discharges)
137,04,2013,2008-07-01,2011-06-30,READM-30-AMI (Number of Discharges)
138,01,2023,2018-07-01,2021-06-30,READM-30-AMI (Number of Readmissions)
139,04,2023,2018-07-01,2021-06-30,READM-30-AMI (Number of Readmissions)
140,07,2023,2018-07-01,2021-06-30,READM-30-AMI (Number of Readmissions)
141,10,2023,2018-07-01,2021-06-30,READM-30-AMI (Number of Readmissions)
142,01,2022,2017-07-01,2019-12-01,READM-30-AMI (Number of Readmissions)
143,04,2022,2017-07-01,2019-12-01,READM-30-AMI (Number of Readmissions)
144,07,2022,2017-07-01,2019-12-01,READM-30-AMI (Number of Readmissions)
145,10,2022,2017-07-01,2019-12-01,READM-30-AMI (Number of Readmissions)
146,01,2021,2016-07-01,2019-06-30,READM-30-AMI (Number of Readmissions)
147,03,2021,2016-07-01,2019-06-30,READM-30-AMI (Number of Readmissions)
148,04,2021,2016-07-01,2019-06-30,READM-30-AMI (Number of Readmissions)
149,07,2021,2016-07-01,2019-06-30,READM-30-AMI (Number of Readmissions)
150,10,2021,2016-07-01,2019-06-30,READM-30-AMI (Number of Readmissions)
151,10,2020,2015-07-01,2018-06-30,READM-30-AMI (Number of Readmissions)
152,07,2020,2015-07-01,2018-06-30,READM-30-AMI (Number of Readmissions)
153,04,2020,2015-07-01,2018-06-30,READM-30-AMI (Number of Readmissions)
154,01,2020,2015-07-01,2018-06-30,READM-30-AMI (Number of Readmissions)
155,10,2019,2014-07-01,2017-06-30,READM-30-AMI (Number of Readmissions)
156,07,2019,2014-07-01,2017-06-30,READM-30-AMI (Number of Readmissions)
157,04,2019,2014-07-01,2017-06-30,READM-30-AMI (Number of Readmissions)
158,03,2019,2014-07-01,2017-06-30,READM-30-AMI (Number of Readmissions)
159,10,2018,2013-07-01,2016-06-30,READM-30-AMI (Number of Readmissions)
160,07,2018,2013-07-01,2016-06-30,READM-30-AMI (Number of Readmissions)
161,05,2018,2013-07-01,2016-06-30,READM-30-AMI (Number of Readmissions)
162,01,2018,2013-07-01,2016-06-30,READM-30-AMI (Number of Readmissions)
163,10,2017,2012-07-01,2015-06-30,READM-30-AMI (Number of Readmissions)
164,07,2017,2012-07-01,2015-06-30,READM-30-AMI (Number of Readmissions)
165,04,2017,2012-07-01,2015-06-30,READM-30-AMI (Number of Readmissions)
166,12,2016,2012-07-01,2015-06-30,READM-30-AMI (Number of Readmissions)
167,11,2016,2011-07-01,2014-06-30,READM-30-AMI (Number of Readmissions)
168,08,2016,2011-07-01,2014-06-30,READM-30-AMI (Number of Readmissions)
169,05,2016,2011-07-01,2014-06-30,READM-30-AMI (Number of Readmissions)
170,12,2015,2011-07-01,2014-06-30,READM-30-AMI (Number of Readmissions)
171,10,2015,2011-07-01,2014-06-30,READM-30-AMI (Number of Readmissions)
172,07,2015,2010-07-01,2013-06-30,READM-30-AMI (Number of Readmissions)
173,05,2015,2010-07-01,2013-06-30,READM-30-AMI (Number of Readmissions)
174,04,2015,2010-07-01,2013-06-30,READM-30-AMI (Number of Readmissions)
175,01,2015,2010-07-01,2013-06-30,READM-30-AMI (Number of Readmissions)
176,12,2014,2010-07-01,2013-06-30,READM-30-AMI (Number of Readmissions)
177,10,2014,2009-07-01,2012-06-30,READM-30-AMI (Number of Readmissions)
178,07,2014,2009-07-01,2012-06-30,READM-30-AMI (Number of Readmissions)
179,04,2014,2009-07-01,2012-06-30,READM-30-AMI (Number of Readmissions)
180,01,2014,2009-07-01,2012-06-30,READM-30-AMI (Number of Readmissions)
181,10,2013,2009-07-01,2012-06-30,READM-30-AMI (Number of Readmissions)
182,07,2013,2008-07-01,2011-06-30,READM-30-AMI (Number of Readmissions)
183,04,2013,2008-07-01,2011-06-30,READM-30-AMI (Number of Readmissions)
184,01,2023,2018-07-01,2021-06-30,READM-30-AMI (Predicted Readmission Rate)
185,04,2023,2018-07-01,2021-06-30,READM-30-AMI (Predicted Readmission Rate)
186,07,2023,2018-07-01,2021-06-30,READM-30-AMI (Predicted Readmission Rate)
187,10,2023,2018-07-01,2021-06-30,READM-30-AMI (Predicted Readmission Rate)
188,01,2022,2017-07-01,2019-12-01,READM-30-AMI (Predicted Readmission Rate)
189,04,2022,2017-07-01,2019-12-01,READM-30-AMI (Predicted Readmission Rate)
190,07,2022,2017-07-01,2019-12-01,READM-30-AMI (Predicted Readmission Rate)
191,10,2022,2017-07-01,2019-12-01,READM-30-AMI (Predicted Readmission Rate)
192,01,2021,2016-07-01,2019-06-30,READM-30-AMI (Predicted Readmission Rate)
193,03,2021,2016-07-01,2019-06-30,READM-30-AMI (Predicted Readmission Rate)
194,04,2021,2016-07-01,2019-06-30,READM-30-AMI (Predicted Readmission Rate)
195,07,2021,2016-07-01,2019-06-30,READM-30-AMI (Predicted Readmission Rate)
196,10,2021,2016-07-01,2019-06-30,READM-30-AMI (Predicted Readmission Rate)
197,10,2020,2015-07-01,2018-06-30,READM-30-AMI (Predicted Readmission Rate)
198,07,2020,2015-07-01,2018-06-30,READM-30-AMI (Predicted Readmission Rate)
199,04,2020,2015-07-01,2018-06-30,READM-30-AMI (Predicted Readmission Rate)
200,01,2020,2015-07-01,2018-06-30,READM-30-AMI (Predicted Readmission Rate)
201,10,2019,2014-07-01,2017-06-30,READM-30-AMI (Predicted Readmission Rate)
202,07,2019,2014-07-01,2017-06-30,READM-30-AMI (Predicted Readmission Rate)
203,04,2019,2014-07-01,2017-06-30,READM-30-AMI (Predicted Readmission Rate)
204,03,2019,2014-07-01,2017-06-30,READM-30-AMI (Predicted Readmission Rate)
205,10,2018,2013-07-01,2016-06-30,READM-30-AMI (Predicted Readmission Rate)
206,07,2018,2013-07-01,2016-06-30,READM-30-AMI (Predicted Readmission Rate)
207,05,2018,2013-07-01,2016-06-30,READM-30-AMI (Predicted Readmission Rate)
208,01,2018,2013-07-01,2016-06-30,READM-30-AMI (Predicted Readmission Rate)
209,10,2017,2012-07-01,2015-06-30,READM-30-AMI (Predicted Readmission Rate)
210,07,2017,2012-07-01,2015-06-30,READM-30-AMI (Predicted Readmission Rate)
211,04,2017,2012-07-01,2015-06-30,READM-30-AMI (Predicted Readmission Rate)
212,12,2016,2012-07-01,2015-06-30,READM-30-AMI (Predicted Readmission Rate)
213,11,2016,2011-07-01,2014-06-30,READM-30-AMI (Predicted Readmission Rate)
214,08,2016,2011-07-01,2014-06-30,READM-30-AMI (Predicted Readmission Rate)
215,05,2016,2011-07-01,2014-06-30,READM-30-AMI (Predicted Readmission Rate)
216,12,2015,2011-07-01,2014-06-30,READM-30-AMI (Predicted Readmission Rate)
217,10,2015,2011-07-01,2014-06-30,READM-30-AMI (Predicted Readmission Rate)
218,07,2015,2010-07-01,2013-06-30,READM-30-AMI (Predicted Readmission Rate)
219,05,2015,2010-07-01,2013-06-30,READM-30-AMI (Predicted Readmission Rate)
220,04,2015,2010-07-01,2013-06-30,READM-30-AMI (Predicted Readmission Rate)
221,01,2015,2010-07-01,2013-06-30,READM-30-AMI (Predicted Readmission Rate)
222,12,2014,2010-07-01,2013-06-30,READM-30-AMI (Predicted Readmission Rate)
223,10,2014,2009-07-01,2012-06-30,READM-30-AMI (Predicted Readmission Rate)
224,07,2014,2009-07-01,2012-06-30,READM-30-AMI (Predicted Readmission Rate)
225,04,2014,2009-07-01,2012-06-30,READM-30-AMI (Predicted Readmission Rate)
226,01,2014,2009-07-01,2012-06-30,READM-30-AMI (Predicted Readmission Rate)
227,10,2013,2009-07-01,2012-06-30,READM-30-AMI (Predicted Readmission Rate)
228,07,2013,2008-07-01,2011-06-30,READM-30-AMI (Predicted Readmission Rate)
229,04,2013,2008-07-01,2011-06-30,READM-30-AMI (Predicted Readmission Rate)
230,01,2023,2018-07-01,2021-06-30,READM-30-CABG (Excess Readmission Ratio)
231,04,2023,2018-07-01,2021-06-30,READM-30-CABG (Excess Readmission Ratio)
232,07,2023,2018-07-01,2021-06-30,READM-30-CABG (Excess Readmission Ratio)
233,10,2023,2018-07-01,2021-06-30,READM-30-CABG (Excess Readmission Ratio)
234,01,2022,2017-07-01,2019-12-01,READM-30-CABG (Excess Readmission Ratio)
235,04,2022,2017-07-01,2019-12-01,READM-30-CABG (Excess Readmission Ratio)
236,07,2022,2017-07-01,2019-12-01,READM-30-CABG (Excess Readmission Ratio)
237,10,2022,2017-07-01,2019-12-01,READM-30-CABG (Excess Readmission Ratio)
238,01,2021,2016-07-01,2019-06-30,READM-30-CABG (Excess Readmission Ratio)
239,03,2021,2016-07-01,2019-06-30,READM-30-CABG (Excess Readmission Ratio)
240,04,2021,2016-07-01,2019-06-30,READM-30-CABG (Excess Readmission Ratio)
241,07,2021,2016-07-01,2019-06-30,READM-30-CABG (Excess Readmission Ratio)
242,10,2021,2016-07-01,2019-06-30,READM-30-CABG (Excess Readmission Ratio)
243,10,2020,2015-07-01,2018-06-30,READM-30-CABG (Excess Readmission Ratio)
244,07,2020,2015-07-01,2018-06-30,READM-30-CABG (Excess Readmission Ratio)
245,04,2020,2015-07-01,2018-06-30,READM-30-CABG (Excess Readmission Ratio)
246,01,2020,2015-07-01,2018-06-30,READM-30-CABG (Excess Readmission Ratio)
247,10,2019,2014-07-01,2017-06-30,READM-30-CABG (Excess Readmission Ratio)
248,07,2019,2014-07-01,2017-06-30,READM-30-CABG (Excess Readmission Ratio)
249,04,2019,2014-07-01,2017-06-30,READM-30-CABG (Excess Readmission Ratio)
250,03,2019,2014-07-01,2017-06-30,READM-30-CABG (Excess Readmission Ratio)
251,10,2018,2013-07-01,2016-06-30,READM-30-CABG (Excess Readmission Ratio)
252,07,2018,2013-07-01,2016-06-30,READM-30-CABG (Excess Readmission Ratio)
253,05,2018,2013-07-01,2016-06-30,READM-30-CABG (Excess Readmission Ratio)
254,01,2018,2013-07-01,2016-06-30,READM-30-CABG (Excess Readmission Ratio)
255,10,2017,2012-07-01,2015-06-30,READM-30-CABG (Excess Readmission Ratio)
256,07,2017,2012-07-01,2015-06-30,READM-30-CABG (Excess Readmission Ratio)
257,04,2017,2012-07-01,2015-06-30,READM-30-CABG (Excess Readmission Ratio)
258,12,2016,2012-07-01,2015-06-30,READM-30-CABG (Excess Readmission Ratio)
259,11,2016,2011-07-01,2014-06-30,READM-30-CABG (Excess Readmission Ratio)
260,08,2016,2011-07-01,2014-06-30,READM-30-CABG (Excess Readmission Ratio)
261,05,2016,2011-07-01,2014-06-30,READM-30-CABG (Excess Readmission Ratio)
262,12,2015,2011-07-01,2014-06-30,READM-30-CABG (Excess Readmission Ratio)
263,10,2015,2011-07-01,2014-06-30,READM-30-CABG (Excess Readmission Ratio)
264,07,2015,2010-07-01,2013-06-30,READM-30-CABG (Excess Readmission Ratio)
265,05,2015,2010-07-01,2013-06-30,READM-30-CABG (Excess Readmission Ratio)
266,04,2015,2010-07-01,2013-06-30,READM-30-CABG (Excess Readmission Ratio)
267,01,2015,2010-07-01,2013-06-30,READM-30-CABG (Excess Readmission Ratio)
268,12,2014,2010-07-01,2013-06-30,READM-30-CABG (Excess Readmission Ratio)
269,10,2014,2009-07-01,2012-06-30,READM-30-CABG (Excess Readmission Ratio)
270,07,2014,2009-07-01,2012-06-30,READM-30-CABG (Excess Readmission Ratio)
271,04,2014,2009-07-01,2012-06-30,READM-30-CABG (Excess Readmission Ratio)
272,01,2014,2009-07-01,2012-06-30,READM-30-CABG (Excess Readmission Ratio)
273,10,2013,2009-07-01,2012-06-30,READM-30-CABG (Excess Readmission Ratio)
274,07,2013,2008-07-01,2011-06-30,READM-30-CABG (Excess Readmission Ratio)
275,04,2013,2008-07-01,2011-06-30,READM-30-CABG (Excess Readmission Ratio)
276,01,2023,2018-07-01,2021-06-30,READM-30-CABG (Expected Readmission Rate)
277,04,2023,2018-07-01,2021-06-30,READM-30-CABG (Expected Readmission Rate)
278,07,2023,2018-07-01,2021-06-30,READM-30-CABG (Expected Readmission Rate)
279,10,2023,2018-07-01,2021-06-30,READM-30-CABG (Expected Readmission Rate)
280,01,2022,2017-07-01,2019-12-01,READM-30-CABG (Expected Readmission Rate)
281,04,2022,2017-07-01,2019-12-01,READM-30-CABG (Expected Readmission Rate)
282,07,2022,2017-07-01,2019-12-01,READM-30-CABG (Expected Readmission Rate)
283,10,2022,2017-07-01,2019-12-01,READM-30-CABG (Expected Readmission Rate)
284,01,2021,2016-07-01,2019-06-30,READM-30-CABG (Expected Readmission Rate)
285,03,2021,2016-07-01,2019-06-30,READM-30-CABG (Expected Readmission Rate)
286,04,2021,2016-07-01,2019-06-30,READM-30-CABG (Expected Readmission Rate)
287,07,2021,2016-07-01,2019-06-30,READM-30-CABG (Expected Readmission Rate)
288,10,2021,2016-07-01,2019-06-30,READM-30-CABG (Expected Readmission Rate)
289,10,2020,2015-07-01,2018-06-30,READM-30-CABG (Expected Readmission Rate)
290,07,2020,2015-07-01,2018-06-30,READM-30-CABG (Expected Readmission Rate)
291,04,2020,2015-07-01,2018-06-30,READM-30-CABG (Expected Readmission Rate)
292,01,2020,2015-07-01,2018-06-30,READM-30-CABG (Expected Readmission Rate)
293,10,2019,2014-07-01,2017-06-30,READM-30-CABG (Expected Readmission Rate)
294,07,2019,2014-07-01,2017-06-30,READM-30-CABG (Expected Readmission Rate)
295,04,2019,2014-07-01,2017-06-30,READM-30-CABG (Expected Readmission Rate)
296,03,2019,2014-07-01,2017-06-30,READM-30-CABG (Expected Readmission Rate)
297,10,2018,2013-07-01,2016-06-30,READM-30-CABG (Expected Readmission Rate)
298,07,2018,2013-07-01,2016-06-30,READM-30-CABG (Expected Readmission Rate)
299,05,2018,2013-07-01,2016-06-30,READM-30-CABG (Expected Readmission Rate)
300,01,2018,2013-07-01,2016-06-30,READM-30-CABG (Expected Readmission Rate)
301,10,2017,2012-07-01,2015-06-30,READM-30-CABG (Expected Readmission Rate)
302,07,2017,2012-07-01,2015-06-30,READM-30-CABG (Expected Readmission Rate)
303,04,2017,2012-07-01,2015-06-30,READM-30-CABG (Expected Readmission Rate)
304,12,2016,2012-07-01,2015-06-30,READM-30-CABG (Expected Readmission Rate)
305,11,2016,2011-07-01,2014-06-30,READM-30-CABG (Expected Readmission Rate)
306,08,2016,2011-07-01,2014-06-30,READM-30-CABG (Expected Readmission Rate)
307,05,2016,2011-07-01,2014-06-30,READM-30-CABG (Expected Readmission Rate)
308,12,2015,2011-07-01,2014-06-30,READM-30-CABG (Expected Readmission Rate)
309,10,2015,2011-07-01,2014-06-30,READM-30-CABG (Expected Readmission Rate)
310,07,2015,2010-07-01,2013-06-30,READM-30-CABG (Expected Readmission Rate)
311,05,2015,2010-07-01,2013-06-30,READM-30-CABG (Expected Readmission Rate)
312,04,2015,2010-07-01,2013-06-30,READM-30-CABG (Expected Readmission Rate)
313,01,2015,2010-07-01,2013-06-30,READM-30-CABG (Expected Readmission Rate)
314,12,2014,2010-07-01,2013-06-30,READM-30-CABG (Expected Readmission Rate)
315,10,2014,2009-07-01,2012-06-30,READM-30-CABG (Expected Readmission Rate)
316,07,2014,2009-07-01,2012-06-30,READM-30-CABG (Expected Readmission Rate)
317,04,2014,2009-07-01,2012-06-30,READM-30-CABG (Expected Readmission Rate)
318,01,2014,2009-07-01,2012-06-30,READM-30-CABG (Expected Readmission Rate)
319,10,2013,2009-07-01,2012-06-30,READM-30-CABG (Expected Readmission Rate)
320,07,2013,2008-07-01,2011-06-30,READM-30-CABG (Expected Readmission Rate)
321,04,2013,2008-07-01,2011-06-30,READM-30-CABG (Expected Readmission Rate)
322,01,2023,2018-07-01,2021-06-30,READM-30-CABG (Number of Discharges)
323,04,2023,2018-07-01,2021-06-30,READM-30-CABG (Number of Discharges)
324,07,2023,2018-07-01,2021-06-30,READM-30-CABG (Number of Discharges)
325,10,2023,2018-07-01,2021-06-30,READM-30-CABG (Number of Discharges)
326,01,2022,2017-07-01,2019-12-01,READM-30-CABG (Number of Discharges)
327,04,2022,2017-07-01,2019-12-01,READM-30-CABG (Number of Discharges)
328,07,2022,2017-07-01,2019-12-01,READM-30-CABG (Number of Discharges)
329,10,2022,2017-07-01,2019-12-01,READM-30-CABG (Number of Discharges)
330,01,2021,2016-07-01,2019-06-30,READM-30-CABG (Number of Discharges)
331,03,2021,2016-07-01,2019-06-30,READM-30-CABG (Number of Discharges)
332,04,2021,2016-07-01,2019-06-30,READM-30-CABG (Number of Discharges)
333,07,2021,2016-07-01,2019-06-30,READM-30-CABG (Number of Discharges)
334,10,2021,2016-07-01,2019-06-30,READM-30-CABG (Number of Discharges)
