,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,READM-30-AMI (Excess Readmission Ratio),READM-30-AMI (Expected Readmission Rate),READM-30-AMI (Number of Discharges),READM-30-AMI (Number of Readmissions),READM-30-AMI (Predicted Readmission Rate),READM-30-CABG (Excess Readmission Ratio),READM-30-CABG (Expected Readmission Rate),READM-30-CABG (Number of Discharges),READM-30-CABG (Number of Readmissions),READM-30-CABG (Predicted Readmission Rate),READM-30-COPD (Excess Readmission Ratio),READM-30-COPD (Expected Readmission Rate),READM-30-COPD (Number of Discharges),READM-30-COPD (Number of Readmissions),READM-30-COPD (Predicted Readmission Rate),READM-30-HF (Excess Readmission Ratio),READM-30-HF (Expected Readmission Rate),READM-30-HF (Number of Discharges),READM-30-HF (Number of Readmissions),READM-30-HF (Predicted Readmission Rate),READM-30-HIP-KNEE (Excess Readmission Ratio),READM-30-HIP-KNEE (Expected Readmission Rate),READM-30-HIP-KNEE (Number of Discharges),READM-30-HIP-KNEE (Number of Readmissions),READM-30-HIP-KNEE (Predicted Readmission Rate),READM-30-PN (Excess Readmission Ratio),READM-30-PN (Expected Readmission Rate),READM-30-PN (Number of Discharges),READM-30-PN (Number of Readmissions),READM-30-PN (Predicted Readmission Rate)
10,ST VINCENT'S EAST (010011),2018,Acute Care,Voluntary non-profit - Private,328.0,33.595351,-86.665182,AL,0.9887,14.6219,254.0,36.0,14.4564,0.9761,13.4372,112.0,14.0,13.1166,0.9764,19.4851,293.0,54.0,19.0245,0.9873,21.3325,431.0,90.0,21.0624,1.123,4.4577,216.0,13.0,5.0062,1.0087,16.3825,584.0,97.0,16.5251
11,ST VINCENT'S EAST (010011),2018,Acute Care,Voluntary non-profit - Private,328.0,33.595351,-86.665182,AL,0.9887,14.6219,254.0,36.0,14.4564,0.9761,13.4372,112.0,14.0,13.1166,0.9764,19.4851,293.0,54.0,19.0245,0.9873,21.3325,431.0,90.0,21.0624,1.123,4.4577,216.0,13.0,5.0062,1.0087,16.3825,584.0,97.0,16.5251
12,DEKALB REGIONAL MEDICAL CENTER (010012),2018,Acute Care,Proprietary,115.0,,,AL,0.9406,14.0541,127.0,13.0,13.2193,,,,,,1.036,16.7087,182.0,34.0,17.3104,1.1013,19.1763,162.0,40.0,21.1194,,,,,,1.0756,15.5654,274.0,50.0,16.742
13,DEKALB REGIONAL MEDICAL CENTER (010012),2018,Acute Care,Proprietary,115.0,,,AL,0.9406,14.0541,127.0,13.0,13.2193,,,,,,1.036,16.7087,182.0,34.0,17.3104,1.1013,19.1763,162.0,40.0,21.1194,,,,,,1.0756,15.5654,274.0,50.0,16.742
14,SHELBY BAPTIST MEDICAL CENTER (010016),2018,Acute Care,Voluntary non-profit - Private,239.0,33.253679,-86.814261,AL,1.0438,13.5123,215.0,33.0,14.1037,1.0698,13.0185,65.0,11.0,13.9277,0.9516,18.2691,262.0,42.0,17.3852,0.9958,21.5758,448.0,96.0,21.4858,1.0333,4.4826,,,4.632,0.9046,16.202,434.0,58.0,14.6556
15,SHELBY BAPTIST MEDICAL CENTER (010016),2018,Acute Care,Voluntary non-profit - Private,239.0,33.253679,-86.814261,AL,1.0438,13.5123,215.0,33.0,14.1037,1.0698,13.0185,65.0,11.0,13.9277,0.9516,18.2691,262.0,42.0,17.3852,0.9958,21.5758,448.0,96.0,21.4858,1.0333,4.4826,,,4.632,0.9046,16.202,434.0,58.0,14.6556
16,HELEN KELLER MEMORIAL HOSPITAL (010019),2018,Acute Care,Government - Hospital District or Authority,181.0,34.748249,-87.698866,AL,,,,,,,,,,,1.0658,17.5363,452.0,89.0,18.6894,1.0388,20.2954,397.0,86.0,21.082,0.9145,3.9187,409.0,13.0,3.5835,1.0686,15.5121,442.0,77.0,16.5763
17,HELEN KELLER MEMORIAL HOSPITAL (010019),2018,Acute Care,Government - Hospital District or Authority,181.0,34.748249,-87.698866,AL,,,,,,,,,,,1.0658,17.5363,452.0,89.0,18.6894,1.0388,20.2954,397.0,86.0,21.082,0.9145,3.9187,409.0,13.0,3.5835,1.0686,15.5121,442.0,77.0,16.5763
18,DALE MEDICAL CENTER (010021),2018,Acute Care,Government - Hospital District or Authority,89.0,31.451345,-85.630966,AL,,,,,,,,,,,0.9298,20.1438,135.0,20.0,18.7305,0.9858,21.0367,91.0,18.0,20.7375,1.1043,4.9464,,,5.4622,0.9475,17.0651,155.0,22.0,16.169
19,DALE MEDICAL CENTER (010021),2018,Acute Care,Government - Hospital District or Authority,89.0,31.451345,-85.630966,AL,,,,,,,,,,,0.9298,20.1438,135.0,20.0,18.7305,0.9858,21.0367,91.0,18.0,20.7375,1.1043,4.9464,,,5.4622,0.9475,17.0651,155.0,22.0,16.169
20,CHEROKEE MEDICAL CENTER (010022),2018,Acute Care,Voluntary non-profit - Private,45.0,34.162761,-85.65142,AL,,,,,,,,,,,0.9636,18.1971,,,17.5345,0.9795,22.0873,,,21.6352,,,,,,0.9013,16.1647,,,14.5691
21,CHEROKEE MEDICAL CENTER (010022),2018,Acute Care,Voluntary non-profit - Private,45.0,34.162761,-85.65142,AL,,,,,,,,,,,0.9636,18.1971,,,17.5345,0.9795,22.0873,,,21.6352,,,,,,0.9013,16.1647,,,14.5691
22,BAPTIST MEDICAL CENTER SOUTH (010023),2018,Acute Care,Government - Hospital District or Authority,400.0,32.327144,-86.276764,AL,1.0079,15.8268,398.0,64.0,15.9518,1.2749,12.4328,164.0,33.0,15.8504,1.034,20.0167,249.0,54.0,20.698,1.0147,22.4676,575.0,132.0,22.7982,1.0818,4.3646,583.0,29.0,4.7215,1.0535,18.3251,269.0,55.0,19.3056
23,BAPTIST MEDICAL CENTER SOUTH (010023),2018,Acute Care,Government - Hospital District or Authority,400.0,32.327144,-86.276764,AL,1.0079,15.8268,398.0,64.0,15.9518,1.2749,12.4328,164.0,33.0,15.8504,1.034,20.0167,249.0,54.0,20.698,1.0147,22.4676,575.0,132.0,22.7982,1.0818,4.3646,583.0,29.0,4.7215,1.0535,18.3251,269.0,55.0,19.3056
24,JACKSON HOSPITAL & CLINIC INC (010024),2018,Acute Care,Voluntary non-profit - Private,262.0,32.366606,-86.285155,AL,1.0399,16.6825,285.0,52.0,17.3478,1.0478,14.071,201.0,31.0,14.7432,0.8875,18.9783,377.0,55.0,16.844,0.9274,21.4113,582.0,111.0,19.8565,1.0918,4.0067,374.0,18.0,4.3745,1.0848,16.8468,609.0,116.0,18.2758
25,JACKSON HOSPITAL & CLINIC INC (010024),2018,Acute Care,Voluntary non-profit - Private,262.0,32.366606,-86.285155,AL,1.0399,16.6825,285.0,52.0,17.3478,1.0478,14.071,201.0,31.0,14.7432,0.8875,18.9783,377.0,55.0,16.844,0.9274,21.4113,582.0,111.0,19.8565,1.0918,4.0067,374.0,18.0,4.3745,1.0848,16.8468,609.0,116.0,18.2758
26,EAST ALABAMA MEDICAL CENTER (010029),2018,Acute Care,Government - Hospital District or Authority,345.0,32.638055,-85.404003,AL,1.0033,14.3832,248.0,36.0,14.4313,0.7627,13.1673,,,10.0428,0.9586,18.5339,501.0,86.0,17.7673,1.0375,20.053,816.0,172.0,20.806,1.2175,4.1133,725.0,40.0,5.0079,1.043,15.6093,655.0,109.0,16.2803
27,EAST ALABAMA MEDICAL CENTER (010029),2018,Acute Care,Government - Hospital District or Authority,345.0,32.638055,-85.404003,AL,1.0033,14.3832,248.0,36.0,14.4313,0.7627,13.1673,,,10.0428,0.9586,18.5339,501.0,86.0,17.7673,1.0375,20.053,816.0,172.0,20.806,1.2175,4.1133,725.0,40.0,5.0079,1.043,15.6093,655.0,109.0,16.2803
28,WEDOWEE HOSPITAL (010032),2018,Acute Care,Government - Hospital District or Authority,30.0,,,AL,,,,,,,,,,,0.9484,18.2894,,,17.3464,,,,,,,,,,,0.9483,15.911,,,15.0886
29,WEDOWEE HOSPITAL (010032),2018,Acute Care,Government - Hospital District or Authority,30.0,,,AL,,,,,,,,,,,0.9484,18.2894,,,17.3464,,,,,,,,,,,0.9483,15.911,,,15.0886
30,UNIVERSITY OF ALABAMA HOSPITAL (010033),2018,Acute Care,Government - State,1194.0,33.506129,-86.801922,AL,1.0182,17.0075,484.0,85.0,17.3173,0.9317,14.2155,242.0,30.0,13.2453,1.0118,20.017,292.0,60.0,20.2526,1.0221,22.5491,723.0,168.0,23.0477,1.3228,4.6479,352.0,27.0,6.1482,1.0643,17.5696,740.0,142.0,18.7002
31,UNIVERSITY OF ALABAMA HOSPITAL (010033),2018,Acute Care,Government - State,1194.0,33.506129,-86.801922,AL,1.0182,17.0075,484.0,85.0,17.3173,0.9317,14.2155,242.0,30.0,13.2453,1.0118,20.017,292.0,60.0,20.2526,1.0221,22.5491,723.0,168.0,23.0477,1.3228,4.6479,352.0,27.0,6.1482,1.0643,17.5696,740.0,142.0,18.7002
32,COMMUNITY HOSPITAL INC (010034),2018,Acute Care,Voluntary non-profit - Private,47.0,32.535293,-85.911996,AL,,,,,,,,,,,1.0014,18.3468,92.0,17.0,18.3721,1.0034,21.086,103.0,22.0,21.1581,,,,,,0.9353,15.0291,140.0,16.0,14.0567
33,COMMUNITY HOSPITAL INC (010034),2018,Acute Care,Voluntary non-profit - Private,47.0,32.535293,-85.911996,AL,,,,,,,,,,,1.0014,18.3468,92.0,17.0,18.3721,1.0034,21.086,103.0,22.0,21.1581,,,,,,0.9353,15.0291,140.0,16.0,14.0567
34,CULLMAN REGIONAL MEDICAL CENTER (010035),2018,Acute Care,Government - Hospital District or Authority,125.0,34.198587,-86.805641,AL,0.996,15.0186,102.0,15.0,14.9582,,,,,,0.9239,18.1699,373.0,57.0,16.7864,1.0895,19.8309,610.0,137.0,21.6062,1.1613,4.4231,354.0,21.0,5.1368,0.9568,15.6952,629.0,92.0,15.0169
35,CULLMAN REGIONAL MEDICAL CENTER (010035),2018,Acute Care,Government - Hospital District or Authority,125.0,34.198587,-86.805641,AL,0.996,15.0186,102.0,15.0,14.9582,,,,,,0.9239,18.1699,373.0,57.0,16.7864,1.0895,19.8309,610.0,137.0,21.6062,1.1613,4.4231,354.0,21.0,5.1368,0.9568,15.6952,629.0,92.0,15.0169
36,ANDALUSIA REGIONAL HOSPITAL (010036),2018,Acute Care,Proprietary,87.0,31.297462,-86.495599,AL,,,,,,,,,,,1.0218,18.9212,204.0,41.0,19.3332,1.0507,21.5312,181.0,44.0,22.6238,0.908,4.8495,,,4.4035,1.0425,15.9345,305.0,53.0,16.6112
37,ANDALUSIA REGIONAL HOSPITAL (010036),2018,Acute Care,Proprietary,87.0,31.297462,-86.495599,AL,,,,,,,,,,,1.0218,18.9212,204.0,41.0,19.3332,1.0507,21.5312,181.0,44.0,22.6238,0.908,4.8495,,,4.4035,1.0425,15.9345,305.0,53.0,16.6112
38,STRINGFELLOW MEMORIAL HOSPITAL (010038),2018,Acute Care,Proprietary,125.0,33.667701,-85.825025,AL,0.9959,17.863,69.0,12.0,17.7893,,,,,,1.0,17.8717,263.0,47.0,17.8713,1.0431,21.4112,154.0,37.0,22.3332,1.0816,4.7084,,,5.0925,1.0956,16.1265,197.0,40.0,17.6681
39,STRINGFELLOW MEMORIAL HOSPITAL (010038),2018,Acute Care,Proprietary,125.0,33.667701,-85.825025,AL,0.9959,17.863,69.0,12.0,17.7893,,,,,,1.0,17.8717,263.0,47.0,17.8713,1.0431,21.4112,154.0,37.0,22.3332,1.0816,4.7084,,,5.0925,1.0956,16.1265,197.0,40.0,17.6681
40,HUNTSVILLE HOSPITAL (010039),2018,Acute Care,Government - Hospital District or Authority,889.0,34.721226,-86.581547,AL,0.9816,14.4528,1129.0,159.0,14.187,0.8535,13.2416,597.0,63.0,11.3021,1.0188,18.9591,1220.0,237.0,19.3158,0.973,21.796,1828.0,386.0,21.2077,1.1321,4.0671,1861.0,88.0,4.6041,1.0157,17.3344,1750.0,309.0,17.6059
41,HUNTSVILLE HOSPITAL (010039),2018,Acute Care,Government - Hospital District or Authority,889.0,34.721226,-86.581547,AL,0.9816,14.4528,1129.0,159.0,14.187,0.8535,13.2416,597.0,63.0,11.3021,1.0188,18.9591,1220.0,237.0,19.3158,0.973,21.796,1828.0,386.0,21.2077,1.1321,4.0671,1861.0,88.0,4.6041,1.0157,17.3344,1750.0,309.0,17.6059
42,GADSDEN REGIONAL MEDICAL CENTER (010040),2018,Acute Care,Proprietary,277.0,34.009389,-85.96752,AL,1.0315,14.2424,184.0,29.0,14.6911,1.0592,13.2089,124.0,19.0,13.9912,1.0058,19.2103,474.0,92.0,19.321,1.0132,22.5867,547.0,126.0,22.8849,1.3282,4.3699,390.0,28.0,5.8041,1.131,17.2607,711.0,146.0,19.5226
43,GADSDEN REGIONAL MEDICAL CENTER (010040),2018,Acute Care,Proprietary,277.0,34.009389,-85.96752,AL,1.0315,14.2424,184.0,29.0,14.6911,1.0592,13.2089,124.0,19.0,13.9912,1.0058,19.2103,474.0,92.0,19.321,1.0132,22.5867,547.0,126.0,22.8849,1.3282,4.3699,390.0,28.0,5.8041,1.131,17.2607,711.0,146.0,19.5226
44,MARION REGIONAL MEDICAL CENTER (010044),2018,Acute Care,Voluntary non-profit - Private,115.0,34.125852,-87.989806,AL,,,,,,,,,,,0.9218,16.5676,,,15.2724,0.9555,19.1396,,,18.2885,,,,,,0.93,14.6034,147.0,16.0,13.5806
45,MARION REGIONAL MEDICAL CENTER (010044),2018,Acute Care,Voluntary non-profit - Private,115.0,34.125852,-87.989806,AL,,,,,,,,,,,0.9218,16.5676,,,15.2724,0.9555,19.1396,,,18.2885,,,,,,0.93,14.6034,147.0,16.0,13.5806
46,FAYETTE MEDICAL CENTER (010045),2018,Acute Care,Voluntary non-profit - Other,162.0,33.707708,-87.823706,AL,,,,,,,,,,,1.0863,20.5062,165.0,43.0,22.2768,1.0007,22.3706,107.0,24.0,22.3872,,,,,,1.1227,16.9541,138.0,33.0,19.0352
47,FAYETTE MEDICAL CENTER (010045),2018,Acute Care,Voluntary non-profit - Other,162.0,33.707708,-87.823706,AL,,,,,,,,,,,1.0863,20.5062,165.0,43.0,22.2768,1.0007,22.3706,107.0,24.0,22.3872,,,,,,1.1227,16.9541,138.0,33.0,19.0352
48,RIVERVIEW REGIONAL MEDICAL CENTER (010046),2018,Acute Care,Proprietary,281.0,34.003811,-86.004086,AL,1.0178,15.3641,95.0,16.0,15.6378,0.9605,14.9501,,,14.3599,1.0524,19.0829,355.0,75.0,20.0829,1.1961,22.9721,398.0,121.0,27.4764,1.0075,4.3339,,,4.3666,0.9548,17.5339,416.0,67.0,16.7415
49,RIVERVIEW REGIONAL MEDICAL CENTER (010046),2018,Acute Care,Proprietary,281.0,34.003811,-86.004086,AL,1.0178,15.3641,95.0,16.0,15.6378,0.9605,14.9501,,,14.3599,1.0524,19.0829,355.0,75.0,20.0829,1.1961,22.9721,398.0,121.0,27.4764,1.0075,4.3339,,,4.3666,0.9548,17.5339,416.0,67.0,16.7415
50,GEORGIANA MEDICAL CENTER (010047),2018,Acute Care,Proprietary,22.0,,,AL,,,,,,,,,,,0.9786,17.4068,,,17.0347,1.0165,19.7437,,,20.0689,,,,,,1.0327,14.7043,120.0,20.0,15.1856
51,GEORGIANA MEDICAL CENTER (010047),2018,Acute Care,Proprietary,22.0,,,AL,,,,,,,,,,,0.9786,17.4068,,,17.0347,1.0165,19.7437,,,20.0689,,,,,,1.0327,14.7043,120.0,20.0,15.1856
52,MEDICAL CENTER ENTERPRISE (010049),2018,Acute Care,Proprietary,110.0,31.318191,-85.855308,AL,,,,,,,,,,,1.053,15.8622,212.0,39.0,16.7033,1.0059,19.6166,130.0,26.0,19.7317,0.8768,4.4031,,,3.8605,1.0044,13.9284,177.0,25.0,13.9896
53,MEDICAL CENTER ENTERPRISE (010049),2018,Acute Care,Proprietary,110.0,31.318191,-85.855308,AL,,,,,,,,,,,1.053,15.8622,212.0,39.0,16.7033,1.0059,19.6166,130.0,26.0,19.7317,0.8768,4.4031,,,3.8605,1.0044,13.9284,177.0,25.0,13.9896
54,GREENE COUNTY HOSPITAL (010051),2018,Acute Care,Government - Local,90.0,32.844744,-87.889307,AL,,,,,,,,,,,1.0185,17.6481,54.0,11.0,17.9747,0.9716,16.7818,,,16.3059,,,,,,0.9714,17.1239,,,16.6347
55,GREENE COUNTY HOSPITAL (010051),2018,Acute Care,Government - Local,90.0,32.844744,-87.889307,AL,,,,,,,,,,,1.0185,17.6481,54.0,11.0,17.9747,0.9716,16.7818,,,16.3059,,,,,,0.9714,17.1239,,,16.6347
56,LAKE MARTIN COMMUNITY HOSPITAL (010052),2018,Acute Care,Proprietary,46.0,32.8187,-85.741758,AL,,,,,,,,,,,0.9751,20.629,69.0,12.0,20.1156,0.9901,21.5411,,,21.3273,,,,,,1.0277,16.3146,134.0,24.0,16.7658
57,LAKE MARTIN COMMUNITY HOSPITAL (010052),2018,Acute Care,Proprietary,46.0,32.8187,-85.741758,AL,,,,,,,,,,,0.9751,20.629,69.0,12.0,20.1156,0.9901,21.5411,,,21.3273,,,,,,1.0277,16.3146,134.0,24.0,16.7658
58,FLOWERS HOSPITAL (010055),2018,Acute Care,Proprietary,229.0,31.235991,-85.457937,AL,1.0383,14.291,321.0,50.0,14.8376,0.8943,13.0764,121.0,11.0,11.694,0.9021,18.5163,385.0,57.0,16.7028,0.9232,20.5981,530.0,96.0,19.0152,1.1686,4.2428,506.0,28.0,4.9581,0.894,15.6504,566.0,73.0,13.9915
59,FLOWERS HOSPITAL (010055),2018,Acute Care,Proprietary,229.0,31.235991,-85.457937,AL,1.0383,14.291,321.0,50.0,14.8376,0.8943,13.0764,121.0,11.0,11.694,0.9021,18.5163,385.0,57.0,16.7028,0.9232,20.5981,530.0,96.0,19.0152,1.1686,4.2428,506.0,28.0,4.9581,0.894,15.6504,566.0,73.0,13.9915
60,ST VINCENT'S BIRMINGHAM (010056),2018,Acute Care,Voluntary non-profit - Private,421.0,33.508015,-86.788755,AL,1.0259,15.2511,258.0,42.0,15.6454,1.3024,13.1621,112.0,27.0,17.1418,0.994,20.18,416.0,83.0,20.0587,0.9777,20.0215,482.0,93.0,19.5747,0.9308,3.893,1582.0,56.0,3.6236,0.9498,15.7687,747.0,109.0,14.9776
61,ST VINCENT'S BIRMINGHAM (010056),2018,Acute Care,Voluntary non-profit - Private,421.0,33.508015,-86.788755,AL,1.0259,15.2511,258.0,42.0,15.6454,1.3024,13.1621,112.0,27.0,17.1418,0.994,20.18,416.0,83.0,20.0587,0.9777,20.0215,482.0,93.0,19.5747,0.9308,3.893,1582.0,56.0,3.6236,0.9498,15.7687,747.0,109.0,14.9776
62,BIBB MEDICAL CENTER (010058),2018,Acute Care,Government - Hospital District or Authority,156.0,32.951101,-87.147865,AL,,,0.0,,,,,,,,,,,,,0.9547,20.0362,,,19.1294,,,,,,0.9829,14.2987,85.0,11.0,14.0536
63,BIBB MEDICAL CENTER (010058),2018,Acute Care,Government - Hospital District or Authority,156.0,32.951101,-87.147865,AL,,,0.0,,,,,,,,,,,,,0.9547,20.0362,,,19.1294,,,,,,0.9829,14.2987,85.0,11.0,14.0536
64,LAWRENCE MEDICAL CENTER (010059),2018,Acute Care,Government - Hospital District or Authority,42.0,34.482884,-87.286019,AL,,,,,,,,,,,0.9656,20.6679,73.0,12.0,19.9572,0.9674,22.2493,,,21.5234,,,,,,0.9401,18.0014,145.0,21.0,16.9223
65,LAWRENCE MEDICAL CENTER (010059),2018,Acute Care,Government - Hospital District or Authority,42.0,34.482884,-87.286019,AL,,,,,,,,,,,0.9656,20.6679,73.0,12.0,19.9572,0.9674,22.2493,,,21.5234,,,,,,0.9401,18.0014,145.0,21.0,16.9223
66,HIGHLANDS MEDICAL CENTER (010061),2018,Acute Care,Government - Hospital District or Authority,178.0,34.661254,-86.047116,AL,,,,,,,,,,,0.9872,18.1713,334.0,59.0,17.9395,0.9875,20.8276,169.0,34.0,20.568,0.9918,4.4329,,,4.3964,0.9724,16.0815,317.0,48.0,15.6381
67,HIGHLANDS MEDICAL CENTER (010061),2018,Acute Care,Government - Hospital District or Authority,178.0,34.661254,-86.047116,AL,,,,,,,,,,,0.9872,18.1713,334.0,59.0,17.9395,0.9875,20.8276,169.0,34.0,20.568,0.9918,4.4329,,,4.3964,0.9724,16.0815,317.0,48.0,15.6381
68,WIREGRASS MEDICAL CENTER (010062),2018,Acute Care,Voluntary non-profit - Private,175.0,31.048063,-85.890837,AL,,,,,,,,,,,1.0017,17.1135,151.0,26.0,17.1419,0.9448,20.1654,86.0,13.0,19.0515,,,,,,1.0157,14.7627,161.0,25.0,14.9949
69,WIREGRASS MEDICAL CENTER (010062),2018,Acute Care,Voluntary non-profit - Private,175.0,31.048063,-85.890837,AL,,,,,,,,,,,1.0017,17.1135,151.0,26.0,17.1419,0.9448,20.1654,86.0,13.0,19.0515,,,,,,1.0157,14.7627,161.0,25.0,14.9949
70,RUSSELL HOSPITAL (010065),2018,Acute Care,Voluntary non-profit - Private,56.0,32.93103,-85.968394,AL,0.9619,14.0952,,,13.5584,,,,,,0.8989,19.4402,215.0,30.0,17.4751,1.0051,21.5172,276.0,60.0,21.6268,1.6307,4.7032,113.0,18.0,7.6696,1.0858,16.287,392.0,74.0,17.6848
71,RUSSELL HOSPITAL (010065),2018,Acute Care,Voluntary non-profit - Private,56.0,32.93103,-85.968394,AL,0.9619,14.0952,,,13.5584,,,,,,0.8989,19.4402,215.0,30.0,17.4751,1.0051,21.5172,276.0,60.0,21.6268,1.6307,4.7032,113.0,18.0,7.6696,1.0858,16.287,392.0,74.0,17.6848
72,MEDICAL CENTER BARBOUR (010069),2018,Acute Care,Government - Hospital District or Authority,47.0,31.88798,-85.156613,AL,,,,,,,,,,,1.0517,18.1286,86.0,20.0,19.0658,0.9308,20.8378,79.0,11.0,19.3959,,,,,,0.9346,14.1917,,,13.2639
73,MEDICAL CENTER BARBOUR (010069),2018,Acute Care,Government - Hospital District or Authority,47.0,31.88798,-85.156613,AL,,,,,,,,,,,1.0517,18.1286,86.0,20.0,19.0658,0.9308,20.8378,79.0,11.0,19.3959,,,,,,0.9346,14.1917,,,13.2639
74,CLAY COUNTY HOSPITAL (010073),2018,Acute Care,Government - Hospital District or Authority,137.0,33.276548,-85.823789,AL,,,,,,,,,,,1.0175,18.4275,84.0,17.0,18.7506,0.8897,19.3257,,,17.1942,,,,,,0.9853,14.5958,103.0,14.0,14.3812
75,CLAY COUNTY HOSPITAL (010073),2018,Acute Care,Government - Hospital District or Authority,137.0,33.276548,-85.823789,AL,,,,,,,,,,,1.0175,18.4275,84.0,17.0,18.7506,0.8897,19.3257,,,17.1942,,,,,,0.9853,14.5958,103.0,14.0,14.3812
76,NORTHEAST ALABAMA REGIONAL MEDICAL CENTER (010078),2018,Acute Care,Government - Local,279.0,33.657123,-85.823353,AL,1.0282,16.8038,383.0,68.0,17.2779,1.0895,14.5731,110.0,20.0,15.877,0.9232,18.2706,496.0,78.0,16.867,0.9243,21.9633,669.0,131.0,20.3002,1.4044,4.331,404.0,31.0,6.0826,0.9653,17.3344,544.0,89.0,16.7331
